,price_day_person,location,capacity,bedroom_num,beds_num
0,36€ pers./noche (aprox),San Vicente de la Barquera,"1 - 
  26 personas",13 camas,36€ pers./noche (aprox)
1,26€ pers./noche (aprox),Torices,"2 - 
  63 personas",46 camas,26€ pers./noche (aprox)
2,52€ pers./noche (aprox),Potes,"2 - 
  74 personas",31 dormitorios,45 camas
3,23€ pers./noche (aprox),Orzales,"6 - 
  20 personas",9 dormitorios,15 camas
4,18€ pers./noche (aprox),La Cavada,"2 - 
  21 personas",7 dormitorios,16 camas
5,33€ pers./noche (aprox),Langre,Íntegro o habitaciones,"2 - 
  42 personas",14 dormitorios
6,24€ pers./noche (aprox),Naveda,"1 - 
  33 personas",11 dormitorios,28 camas
7,33€ pers./noche (aprox),Somo,"2 - 
  6 personas",3 dormitorios,6 camas
8,18€ pers./noche (aprox),Arnuero,23 personas,5 dormitorios,20 camas
9,27€ pers./noche (aprox),Santillana del Mar,"2 - 
  36 personas",15 dormitorios,28 camas
10,26€ pers./noche (aprox),Frama,"2 - 
  16 personas",5 dormitorios,16 camas
11,19€ pers./noche (aprox),Soba,"1 - 
  53 personas",1 dormitorio,42 camas
12,21€ pers./noche (aprox),Hazas de Cesto,"1 - 
  21 personas",8 dormitorios,19 camas
13,30€ pers./noche (aprox),San Vicente del Monte,"2 - 
  16 personas",8 dormitorios,13 camas
14,17€ pers./noche (aprox),Selaya,"2 - 
  12 personas",4 dormitorios,10 camas
15,17€ pers./noche (aprox),Cucayo,"2 - 
  29 personas",9 dormitorios,27 camas
16,36€ pers./noche (aprox),Liendo,"2 - 
  11 personas",5 dormitorios,8 camas
17,22€ pers./noche (aprox),Entrambasaguas,"6 - 
  12 personas",6 dormitorios,11 camas
18,20€ pers./noche (aprox),Corvera de Toranzo,"6 - 
  8 personas",3 dormitorios,7 camas
19,28€ pers./noche (aprox),Pedreña,"2 - 
  13 personas",24 dormitorios,11 camas
20,36€ pers./noche (aprox),San Vicente de la Barquera,"1 - 
  26 personas",13 camas,36€ pers./noche (aprox)
21,26€ pers./noche (aprox),Torices,"2 - 
  63 personas",46 camas,26€ pers./noche (aprox)
22,52€ pers./noche (aprox),Potes,"2 - 
  74 personas",31 dormitorios,45 camas
23,23€ pers./noche (aprox),Orzales,"6 - 
  20 personas",9 dormitorios,15 camas
24,18€ pers./noche (aprox),La Cavada,"2 - 
  21 personas",7 dormitorios,16 camas
25,33€ pers./noche (aprox),Langre,Íntegro o habitaciones,"2 - 
  42 personas",14 dormitorios
26,24€ pers./noche (aprox),Naveda,"1 - 
  33 personas",11 dormitorios,28 camas
27,33€ pers./noche (aprox),Somo,"2 - 
  6 personas",3 dormitorios,6 camas
28,18€ pers./noche (aprox),Arnuero,23 personas,5 dormitorios,20 camas
29,27€ pers./noche (aprox),Santillana del Mar,"2 - 
  36 personas",15 dormitorios,28 camas
30,26€ pers./noche (aprox),Frama,"2 - 
  16 personas",5 dormitorios,16 camas
31,19€ pers./noche (aprox),Soba,"1 - 
  53 personas",1 dormitorio,42 camas
32,21€ pers./noche (aprox),Hazas de Cesto,"1 - 
  21 personas",8 dormitorios,19 camas
33,30€ pers./noche (aprox),San Vicente del Monte,"2 - 
  16 personas",8 dormitorios,13 camas
34,17€ pers./noche (aprox),Selaya,"2 - 
  12 personas",4 dormitorios,10 camas
35,17€ pers./noche (aprox),Cucayo,"2 - 
  29 personas",9 dormitorios,27 camas
36,36€ pers./noche (aprox),Liendo,"2 - 
  11 personas",5 dormitorios,8 camas
37,22€ pers./noche (aprox),Entrambasaguas,"6 - 
  12 personas",6 dormitorios,11 camas
38,20€ pers./noche (aprox),Corvera de Toranzo,"6 - 
  8 personas",3 dormitorios,7 camas
39,28€ pers./noche (aprox),Pedreña,"2 - 
  13 personas",24 dormitorios,11 camas
40,28€ pers./noche (aprox),Villacarriedo,"1 - 
  10 personas",4 dormitorios,8 camas
41,30€ pers./noche (aprox),Isla,Íntegro o habitaciones,"1 - 
  32 personas",9 dormitorios
42,20€ pers./noche (aprox),Selaya,"4 - 
  11 personas",5 dormitorios,11 camas
43,33€ pers./noche (aprox),Viérnoles,Íntegro o habitaciones,"2 - 
  24 personas",8 dormitorios
44,25€ pers./noche (aprox),Santillana del Mar,"2 - 
  30 personas",13 dormitorios,25 camas
45,21€ pers./noche (aprox),Oreña,"2 - 
  8 personas",4 dormitorios,8 camas
46,16€ pers./noche (aprox),Selaya,10 personas,5 dormitorios,7 camas
47,28€ pers./noche (aprox),Camijanes,"2 - 
  104 personas",2 dormitorios,72 camas
48,15€ pers./noche (aprox),Obeso,"8 - 
  16 personas",7 dormitorios,11 camas
49,35€ pers./noche (aprox),Solares,"2 - 
  26 personas",21 camas,35€ pers./noche (aprox)
50,26€ pers./noche (aprox),Roiz,"2 - 
  17 personas",7 dormitorios,13 camas
51,15€ pers./noche (aprox),Obeso,"8 - 
  16 personas",7 dormitorios,11 camas
52,15€ pers./noche (aprox),Selaya,17 personas,7 dormitorios,11 camas
53,29€ pers./noche (aprox),Puente Viesgo,12 personas,4 dormitorios,12 camas
54,16€ pers./noche (aprox),Santiurde de Toranzo,"4 - 
  12 personas",6 dormitorios,6 camas
55,20€ pers./noche (aprox),Abionzo,"2 - 
  12 personas",6 dormitorios,10 camas
56,26€ pers./noche (aprox),Santillana del Mar,"2 - 
  31 personas",10 dormitorios,23 camas
57,20€ pers./noche (aprox),Oreña,"2 - 
  18 personas",5 dormitorios,13 camas
58,38€ pers./noche (aprox),San Vicente de la Barquera,"1 - 
  24 personas",12 dormitorios,23 camas
59,26€ pers./noche (aprox),Cabezón de Liébana,"2 - 
  27 personas",26 dormitorios,23 camas
60,41€ pers./noche (aprox),Somo,Íntegro o habitaciones,"22 - 
  13 personas",10 dormitorios
61,34€ pers./noche (aprox),Limpias,"1 - 
  28 personas",8 dormitorios,24 camas
62,20€ pers./noche (aprox),Camijanes,"6 - 
  14 personas",6 dormitorios,10 camas
63,41€ pers./noche (aprox),San Mamés de Meruelo,"2 - 
  24 personas",14 camas,41€ pers./noche (aprox)
64,13€ pers./noche (aprox),Ampuero,"10 - 
  20 personas",7 dormitorios,15 camas
65,29€ pers./noche (aprox),La Hermida,"2 - 
  20 personas",16 dormitorios,11 camas
66,42€ pers./noche (aprox),Pámanes,"1 - 
  19 personas",8 dormitorios,12 camas
67,53€ pers./noche (aprox),Arnuero,"2 - 
  12 personas",6 dormitorios,16 camas
68,27€ pers./noche (aprox),Isla,"2 - 
  31 personas",31 camas,27€ pers./noche (aprox)
69,48€ pers./noche (aprox),Cabárceno,"1 - 
  37 personas",15 dormitorios,22 camas
70,15€ pers./noche (aprox),Camaleño,"6 - 
  11 personas",5 dormitorios,7 camas
71,18€ pers./noche (aprox),Pámanes,"1 - 
  8 personas",3 dormitorios,7 camas
72,18€ pers./noche (aprox),Santiurde de Toranzo,"2 - 
  11 personas",5 dormitorios,8 camas
73,25€ pers./noche (aprox),Tudanca,Íntegro o habitaciones,13 personas,5 dormitorios
74,11€ pers./noche (aprox),Ruente,Íntegro o habitaciones,"4 - 
  79 personas",6 dormitorios
75,35€ pers./noche (aprox),Villacarriedo,"1 - 
  10 personas",3 dormitorios,7 camas
76,31€ pers./noche (aprox),Miengo,"2 - 
  24 personas",6 dormitorios,12 camas
77,15€ pers./noche (aprox),Selaya,11 personas,11 dormitorios,11 camas
78,17€ pers./noche (aprox),Luzmela,9 personas,4 dormitorios,6 camas
79,20€ pers./noche (aprox),Vidular,16 personas,5 dormitorios,14 camas
80,30€ pers./noche (aprox),Suano,"8 - 
  12 personas",5 dormitorios,10 camas
81,20€ pers./noche (aprox),Nestares,"4 - 
  40 personas",11 dormitorios,28 camas
82,26€ pers./noche (aprox),Alfoz de Lloredo,"2 - 
  16 personas",7 dormitorios,12 camas
83,28€ pers./noche (aprox),Isla,"2 - 
  23 personas",11 dormitorios,14 camas
84,21€ pers./noche (aprox),San Vicente de la Barquera,"2 - 
  23 personas",10 dormitorios,13 camas
85,19€ pers./noche (aprox),Pedroso,"2 - 
  12 personas",5 dormitorios,8 camas
86,25€ pers./noche (aprox),Corvera de Toranzo,"2 - 
  4 personas",2 dormitorios,3 camas
87,25€ pers./noche (aprox),Selaya,"2 - 
  8 personas",4 dormitorios,6 camas
88,34€ pers./noche (aprox),Villanueva de Villaescusa,Íntegro o habitaciones,"2 - 
  46 personas",12 dormitorios
89,20€ pers./noche (aprox),Argomilla,12 personas,5 dormitorios,10 camas
90,27€ pers./noche (aprox),Orzales,"2 - 
  11 personas",5 dormitorios,8 camas
91,25€ pers./noche (aprox),Colindres,"11 - 
  13 personas",7 dormitorios,10 camas
92,17€ pers./noche (aprox),San Roque de Riomiera,"2 - 
  12 personas",4 dormitorios,9 camas
93,25€ pers./noche (aprox),Serdio,"8 - 
  38 personas",13 dormitorios,36 camas
94,21€ pers./noche (aprox),San Roque de Riomiera,"1 - 
  18 personas",6 dormitorios,15 camas
95,25€ pers./noche (aprox),Guarnizo,"1 - 
  7 personas",3 dormitorios,6 camas
96,20€ pers./noche (aprox),Tanarrio,"2 - 
  36 personas",15 dormitorios,27 camas
97,19€ pers./noche (aprox),Solares,"1 - 
  10 personas",5 dormitorios,10 camas
98,25€ pers./noche (aprox),Pámanes,8 personas,4 dormitorios,7 camas
99,21€ pers./noche (aprox),San Vicente de la Barquera,"4 - 
  10 personas",5 dormitorios,8 camas
100,24€ pers./noche (aprox),Santiurde de Toranzo,"7 - 
  14 personas",6 dormitorios,10 camas
101,16€ pers./noche (aprox),San Vicente de la Barquera,"8 - 
  20 personas",6 dormitorios,15 camas
102,19€ pers./noche (aprox),Cabuérniga,"2 - 
  20 personas",7 dormitorios,1 cama
103,17€ pers./noche (aprox),San Mamés de Meruelo,"1 - 
  8 personas",4 dormitorios,5 camas
104,30€ pers./noche (aprox),Ucieda de Arriba,"1 - 
  26 personas",14 dormitorios,19 camas
105,19€ pers./noche (aprox),Cabuérniga,"1 - 
  10 personas",6 dormitorios,9 camas
106,31€ pers./noche (aprox),Corvera de Toranzo,4 personas,2 dormitorios,3 camas
107,21€ pers./noche (aprox),Isla,"2 - 
  18 personas",18 dormitorios,14 camas
108,23€ pers./noche (aprox),Villafufre,"2 - 
  24 personas",10 dormitorios,20 camas
109,22€ pers./noche (aprox),Polanco,"2 - 
  10 personas",4 dormitorios,8 camas
110,21€ pers./noche (aprox),Tezanos,25 personas,19 camas,21€ pers./noche (aprox)
111,20€ pers./noche (aprox),Corvera de Toranzo,"9 - 
  18 personas",6 dormitorios,14 camas
112,14€ pers./noche (aprox),Camaleño,"8 - 
  12 personas",5 dormitorios,10 camas
113,27€ pers./noche (aprox),San Pantaleón de Aras,"2 - 
  18 personas",6 dormitorios,12 camas
114,21€ pers./noche (aprox),Cabezón de la Sal,"2 - 
  10 personas",4 dormitorios,7 camas
115,22€ pers./noche (aprox),Santillana del Mar,Íntegro o habitaciones,"2 - 
  19 personas",6 dormitorios
116,20€ pers./noche (aprox),Selaya,10 personas,3 dormitorios,5 camas
117,22€ pers./noche (aprox),Soba,Íntegro o habitaciones,"2 - 
  16 personas",8 dormitorios
118,29€ pers./noche (aprox),Herada,"2 - 
  7 personas",7 dormitorios,13 camas
119,17€ pers./noche (aprox),Selaya,"1 - 
  10 personas",5 dormitorios,6 camas
120,35€ pers./noche (aprox),Santillana del Mar,"2 - 
  28 personas",6 dormitorios,19 camas
121,27€ pers./noche (aprox),Matienzo,"2 - 
  38 personas",10 dormitorios,19 camas
122,26€ pers./noche (aprox),Valderredible,"2 - 
  32 personas",8 dormitorios,24 camas
123,24€ pers./noche (aprox),San Vicente de la Barquera,"2 - 
  15 personas",8 dormitorios,9 camas
124,19€ pers./noche (aprox),Herrera de Ibio,"2 - 
  19 personas",13 dormitorios,15 camas
125,28€ pers./noche (aprox),Hoz de Anero,"2 - 
  6 personas",12 dormitorios,4 camas
126,18€ pers./noche (aprox),Villasuso de Cieza,"6 - 
  9 personas",4 dormitorios,6 camas
127,17€ pers./noche (aprox),Somo,"1 - 
  11 personas",4 dormitorios,8 camas
128,32€ pers./noche (aprox),Servillas,"1 - 
  22 personas",5 dormitorios,18 camas
129,23€ pers./noche (aprox),Ojedo,"2 - 
  9 personas",3 dormitorios,6 camas
130,19€ pers./noche (aprox),Hermandad de Campoo de Suso,"12 - 
  20 personas",8 dormitorios,16 camas
131,30€ pers./noche (aprox),Ojedo,"2 - 
  18 personas",6 dormitorios,12 camas
132,25€ pers./noche (aprox),Praves,"10 - 
  30 personas",10 dormitorios,26 camas
133,19€ pers./noche (aprox),Camijanes,"4 - 
  16 personas",11 dormitorios,12 camas
134,25€ pers./noche (aprox),Sobrepeña,"2 - 
  28 personas",20 camas,25€ pers./noche (aprox)
135,32€ pers./noche (aprox),Santillana del Mar,"2 - 
  26 personas",17 dormitorios,18 camas
136,26€ pers./noche (aprox),Zurita,"1 - 
  8 personas",3 dormitorios,6 camas
137,37€ pers./noche (aprox),Sonabia,"7 - 
  9 personas",4 dormitorios,6 camas
138,19€ pers./noche (aprox),Camijanes,"4 - 
  21 personas",9 dormitorios,18 camas
139,20€ pers./noche (aprox),Luena,"6 - 
  13 personas",5 dormitorios,9 camas
140,16€ pers./noche (aprox),Vejo,Íntegro o habitaciones,"2 - 
  26 personas",5 dormitorios
141,26€ pers./noche (aprox),Selaya,5 personas,2 dormitorios,3 camas
142,37€ pers./noche (aprox),Arenas de Iguña,"1 - 
  27 personas",11 dormitorios,16 camas
143,21€ pers./noche (aprox),Castillo Pedroso,"2 - 
  11 personas",5 dormitorios,9 camas
144,20€ pers./noche (aprox),Soba,"6 - 
  19 personas",7 dormitorios,16 camas
145,15€ pers./noche (aprox),Tezanos,11 personas,4 dormitorios,8 camas
146,17€ pers./noche (aprox),La Cavada,"2 - 
  22 personas",6 dormitorios,17 camas
147,16€ pers./noche (aprox),Isla,"8 - 
  11 personas",5 dormitorios,5 camas
148,22€ pers./noche (aprox),Camaleño,"2 - 
  20 personas",10 dormitorios,20 camas
149,28€ pers./noche (aprox),Potes,"9 - 
  15 personas",5 dormitorios,12 camas
150,39€ pers./noche (aprox),Santillana del Mar,"1 - 
  18 personas",9 dormitorios,15 camas
151,39€ pers./noche (aprox),Sierra de Ibio,"2 - 
  28 personas",9 dormitorios,19 camas
152,19€ pers./noche (aprox),La Serna,"2 - 
  15 personas",4 dormitorios,13 camas
153,25€ pers./noche (aprox),Lamiña,"4 - 
  14 personas",7 dormitorios,10 camas
154,30€ pers./noche (aprox),Medio Cudeyo,"2 - 
  4 personas",2 dormitorios,2 camas
155,26€ pers./noche (aprox),Carriazo,4 personas,3 dormitorios,3 camas
156,27€ pers./noche (aprox),Noja,"2 - 
  28 personas",16 dormitorios,20 camas
157,13€ pers./noche (aprox),Esles,"2 - 
  11 personas",4 dormitorios,7 camas
158,25€ pers./noche (aprox),Liérganes,"5 - 
  9 personas",5 dormitorios,7 camas
159,20€ pers./noche (aprox),Liérganes,"1 - 
  10 personas",4 dormitorios,8 camas
160,20€ pers./noche (aprox),Tezanos,22 personas,2 dormitorios,20 camas
161,23€ pers./noche (aprox),Lerones,"2 - 
  24 personas",15 dormitorios,24 camas
162,22€ pers./noche (aprox),Ubiarco,Íntegro o habitaciones,"2 - 
  27 personas",8 dormitorios
163,31€ pers./noche (aprox),Sámano,"1 - 
  21 personas",8 dormitorios,13 camas
164,22€ pers./noche (aprox),Argüébanes,"2 - 
  22 personas",7 dormitorios,16 camas
165,19€ pers./noche (aprox),Vega de Liébana,"1 - 
  65 personas",10 dormitorios,65 camas
166,19€ pers./noche (aprox),Villacarriedo,9 personas,4 dormitorios,8 camas
167,33€ pers./noche (aprox),Villafufre,"12 - 
  14 personas",11 camas,33€ pers./noche (aprox)
168,22€ pers./noche (aprox),Castro Urdiales,"1 - 
  18 personas",6 dormitorios,15 camas
169,16€ pers./noche (aprox),Selaya,"2 - 
  11 personas",8 dormitorios,9 camas
170,23€ pers./noche (aprox),Lerones,"2 - 
  25 personas",12 dormitorios,15 camas
171,17€ pers./noche (aprox),Selviejo,12 personas,4 dormitorios,10 camas
172,29€ pers./noche (aprox),Miengo,"1 - 
  18 personas",13 dormitorios,12 camas
173,35€ pers./noche (aprox),Hazas de Cesto,"2 - 
  4 personas",2 dormitorios,2 camas
174,19€ pers./noche (aprox),Treceño,6 personas,3 dormitorios,5 camas
175,27€ pers./noche (aprox),Potes,"1 - 
  16 personas",8 dormitorios,8 camas
176,30€ pers./noche (aprox),Tudanca,"2 - 
  8 personas",3 dormitorios,5 camas
177,13€ pers./noche (aprox),Camaleño,"2 - 
  6 personas",3 dormitorios,3 camas
178,16€ pers./noche (aprox),Solórzano,"2 - 
  15 personas",5 dormitorios,10 camas
179,21€ pers./noche (aprox),Bárcena de Pie de Concha,"8 - 
  10 personas",4 dormitorios,7 camas
180,36€ pers./noche (aprox),Liérganes,"3 - 
  21 personas",2 dormitorios,13 camas
181,35€ pers./noche (aprox),Liérganes,10 personas,4 dormitorios,5 camas
182,17€ pers./noche (aprox),Hermosa,"4 - 
  6 personas",3 dormitorios,5 camas
183,21€ pers./noche (aprox),Viñón,"2 - 
  6 personas",3 dormitorios,4 camas
184,19€ pers./noche (aprox),Somo,Íntegro o habitaciones,"2 - 
  12 personas",4 dormitorios
185,22€ pers./noche (aprox),Pámanes,8 personas,4 dormitorios,7 camas
186,23€ pers./noche (aprox),Santillana del Mar,"2 - 
  13 personas",6 dormitorios,10 camas
187,27€ pers./noche (aprox),Celada de los Calderones,"12 - 
  22 personas",10 dormitorios,14 camas
188,30€ pers./noche (aprox),Vioño de Piélagos,"1 - 
  6 personas",2 dormitorios,4 camas
189,23€ pers./noche (aprox),Val de San Vicente,"1 - 
  5 personas",2 dormitorios,4 camas
190,27€ pers./noche (aprox),Cabezón de Liébana,"15 - 
  20 personas",9 dormitorios,14 camas
191,16€ pers./noche (aprox),Ruiloba,6 personas,3 dormitorios,4 camas
192,21€ pers./noche (aprox),Liérganes,12 personas,5 dormitorios,11 camas
193,25€ pers./noche (aprox),Soba,"1 - 
  15 personas",5 dormitorios,12 camas
194,32€ pers./noche (aprox),Lanchares,14 personas,5 dormitorios,12 camas
195,32€ pers./noche (aprox),Rasines,"35 - 
  15 personas",17 dormitorios,10 camas
196,32€ pers./noche (aprox),Entrambasaguas,"2 - 
  36 personas",8 dormitorios,28 camas
197,20€ pers./noche (aprox),Selaya,"1 - 
  10 personas",4 dormitorios,8 camas
198,22€ pers./noche (aprox),Selaya,Íntegro o habitaciones,"2 - 
  21 personas",14 dormitorios
199,32€ pers./noche (aprox),Paracuelles,"6 - 
  10 personas",4 dormitorios,7 camas
200,17€ pers./noche (aprox),Soba,"2 - 
  34 personas",6 dormitorios,34 camas
201,20€ pers./noche (aprox),Selaya,"4 - 
  9 personas",4 dormitorios,9 camas
202,17€ pers./noche (aprox),Vejorís de Toranzo,"2 - 
  8 personas",3 dormitorios,6 camas
203,30€ pers./noche (aprox),Tezanos,"4 - 
  16 personas",5 dormitorios,12 camas
204,40€ pers./noche (aprox),San Vicente del Monte,"2 - 
  10 personas",5 dormitorios,5 camas
205,31€ pers./noche (aprox),Baró,"1 - 
  12 personas",4 dormitorios,11 camas
206,22€ pers./noche (aprox),San Vicente de la Barquera,"4 - 
  21 personas",10 dormitorios,18 camas
207,20€ pers./noche (aprox),Abionzo,"6 - 
  15 personas",3 dormitorios,13 camas
208,25€ pers./noche (aprox),Suano,"6 - 
  12 personas",5 dormitorios,9 camas
209,24€ pers./noche (aprox),Suances,17 personas,2 dormitorios,13 camas
210,22€ pers./noche (aprox),Entrambasaguas,9 personas,4 dormitorios,6 camas
211,18€ pers./noche (aprox),Abanillas,"2 - 
  12 personas",4 dormitorios,10 camas
212,17€ pers./noche (aprox),Medio Cudeyo,"1 - 
  18 personas",3 dormitorios,17 camas
213,21€ pers./noche (aprox),Liérganes,11 personas,5 dormitorios,7 camas
214,29€ pers./noche (aprox),Reocín,"1 - 
  19 personas",6 dormitorios,15 camas
