,price_day_person,location,capacity,bedroom_num,beds_num
0,51€ pers./noche (aprox),Belsierre,"1 - 
  71 personas",29 dormitorios,54 camas
1,18€ pers./noche (aprox),Panzano,"8 - 
  22 personas",9 dormitorios,18 camas
2,19€ pers./noche (aprox),Saravillo,"1 - 
  30 personas",15 dormitorios,25 camas
3,18€ pers./noche (aprox),Benasque,"2 - 
  6 personas",5 camas,18€ pers./noche (aprox)
4,30€ pers./noche (aprox),Boltaña,"1 - 
  17 personas",6 dormitorios,14 camas
5,23€ pers./noche (aprox),Aínsa,"4 - 
  24 personas",1 dormitorio,15 camas
6,29€ pers./noche (aprox),Escalona,"2 - 
  96 personas",40 dormitorios,69 camas
7,27€ pers./noche (aprox),Aínsa,"1 - 
  24 personas",18 camas,27€ pers./noche (aprox)
8,31€ pers./noche (aprox),Laspuña,"2 - 
  26 personas",7 dormitorios,16 camas
9,16€ pers./noche (aprox),Biescas del Valle de Bardají,"1 - 
  10 personas",4 dormitorios,8 camas
10,19€ pers./noche (aprox),Puyarruego,"2 - 
  8 personas",4 dormitorios,6 camas
11,21€ pers./noche (aprox),Ligüerre de Ara,"2 - 
  15 personas",8 dormitorios,17 camas
12,20€ pers./noche (aprox),Escalona,"2 - 
  10 personas",9 dormitorios,8 camas
13,17€ pers./noche (aprox),Fuendecampo,"6 - 
  18 personas",9 dormitorios,16 camas
14,18€ pers./noche (aprox),El Pueyo de Araguás,Íntegro o habitaciones,"2 - 
  13 personas",6 dormitorios
15,20€ pers./noche (aprox),Graus,"10 - 
  24 personas",12 dormitorios,20 camas
16,17€ pers./noche (aprox),Yésero,"2 - 
  16 personas",2 dormitorios,12 camas
17,26€ pers./noche (aprox),Gavín,36 personas,3 dormitorios,29 camas
18,41€ pers./noche (aprox),Yebra de Basa,"2 - 
  41 personas",13 dormitorios,28 camas
19,26€ pers./noche (aprox),Biescas,21 personas,16 camas,26€ pers./noche (aprox)
20,29€ pers./noche (aprox),Poleñino,"2 - 
  10 personas",4 dormitorios,8 camas
21,20€ pers./noche (aprox),Puyarruego,"6 - 
  12 personas",3 dormitorios,13 camas
22,16€ pers./noche (aprox),Santa Cruz de la Serós,"5 - 
  14 personas",6 dormitorios,11 camas
23,27€ pers./noche (aprox),Borrastre,15 personas,2 dormitorios,15 camas
24,23€ pers./noche (aprox),Javierre de Ara,"1 - 
  15 personas",10 camas,23€ pers./noche (aprox)
25,18€ pers./noche (aprox),Campo,"4 - 
  14 personas",2 dormitorios,10 camas
26,27€ pers./noche (aprox),Ara,"1 - 
  4 personas",2 dormitorios,3 camas
27,17€ pers./noche (aprox),Morillo de Monclús,"1 - 
  8 personas",2 dormitorios,6 camas
28,29€ pers./noche (aprox),Satué,"1 - 
  16 personas",5 dormitorios,10 camas
29,17€ pers./noche (aprox),Oncins,"1 - 
  12 personas",4 dormitorios,8 camas
30,25€ pers./noche (aprox),Tolva,"2 - 
  20 personas",14 dormitorios,16 camas
31,22€ pers./noche (aprox),Estallo,"2 - 
  5 personas",3 dormitorios,5 camas
32,25€ pers./noche (aprox),Jaca,"1 - 
  16 personas",6 dormitorios,16 camas
33,22€ pers./noche (aprox),Escuer,"4 - 
  14 personas",10 dormitorios,13 camas
34,33€ pers./noche (aprox),Santa Eulalia la Mayor,"5 - 
  7 personas",4 dormitorios,5 camas
35,23€ pers./noche (aprox),Biscarrués,8 personas,4 dormitorios,6 camas
36,21€ pers./noche (aprox),Abiego,"4 - 
  10 personas",4 dormitorios,9 camas
37,24€ pers./noche (aprox),Montanuy,"4 - 
  14 personas",5 dormitorios,10 camas
38,27€ pers./noche (aprox),Bonansa,Íntegro o habitaciones,"4 - 
  11 personas",3 dormitorios
39,34€ pers./noche (aprox),Jaca,"2 - 
  13 personas",8 dormitorios,10 camas
40,18€ pers./noche (aprox),Campo,"2 - 
  20 personas",10 dormitorios,16 camas
41,18€ pers./noche (aprox),Samper,"2 - 
  12 personas",6 dormitorios,10 camas
42,20€ pers./noche (aprox),Foradada del Toscar,"3 - 
  21 personas",8 dormitorios,17 camas
43,18€ pers./noche (aprox),Morillo de Monclús,"6 - 
  8 personas",4 dormitorios,6 camas
44,23€ pers./noche (aprox),Laspuña,10 personas,6 dormitorios,10 camas
45,24€ pers./noche (aprox),Aluján,"4 - 
  23 personas",18 camas,24€ pers./noche (aprox)
46,30€ pers./noche (aprox),Barbastro,"2 - 
  20 personas",7 dormitorios,16 camas
47,19€ pers./noche (aprox),Guasa,6 personas,3 dormitorios,5 camas
48,30€ pers./noche (aprox),Aínsa,"2 - 
  8 personas",3 dormitorios,6 camas
49,17€ pers./noche (aprox),San Felices de Ara,"2 - 
  9 personas",3 dormitorios,7 camas
50,21€ pers./noche (aprox),Jaca,"13 - 
  19 personas",6 dormitorios,14 camas
51,23€ pers./noche (aprox),Ligüerre de Ara,Íntegro o habitaciones,"2 - 
  16 personas",7 dormitorios
52,17€ pers./noche (aprox),Isábena,"4 - 
  30 personas",11 dormitorios,28 camas
53,19€ pers./noche (aprox),Javierregay,"1 - 
  6 personas",6 dormitorios,6 camas
54,20€ pers./noche (aprox),Ayerbe,12 personas,6 dormitorios,9 camas
55,18€ pers./noche (aprox),Nerín,"2 - 
  8 personas",2 dormitorios,6 camas
56,25€ pers./noche (aprox),Tolva,Íntegro o habitaciones,"10 - 
  28 personas",5 dormitorios
57,13€ pers./noche (aprox),Bielsa,"2 - 
  10 personas",3 dormitorios,7 camas
58,18€ pers./noche (aprox),La Puebla de Castro,"2 - 
  7 personas",3 dormitorios,5 camas
59,28€ pers./noche (aprox),Sahún,"2 - 
  44 personas",3 dormitorios,34 camas
60,17€ pers./noche (aprox),Borau,"2 - 
  10 personas",4 dormitorios,7 camas
61,27€ pers./noche (aprox),Gerbe,"1 - 
  13 personas",6 dormitorios,10 camas
62,16€ pers./noche (aprox),Torla,"2 - 
  5 personas",2 dormitorios,4 camas
63,21€ pers./noche (aprox),Fanlo,6 personas,4 dormitorios,4 camas
64,16€ pers./noche (aprox),Estallo,7 personas,3 dormitorios,6 camas
65,18€ pers./noche (aprox),Senegüé,Íntegro o habitaciones,"2 - 
  22 personas",18 camas
66,23€ pers./noche (aprox),Laspuña,"6 - 
  14 personas",6 dormitorios,12 camas
67,17€ pers./noche (aprox),Benasque,"2 - 
  8 personas",7 camas,17€ pers./noche (aprox)
68,26€ pers./noche (aprox),Aínsa,5 personas,4 dormitorios,5 camas
69,27€ pers./noche (aprox),Graus,"1 - 
  26 personas",18 dormitorios,25 camas
70,19€ pers./noche (aprox),Buerba,"1 - 
  13 personas",4 dormitorios,7 camas
71,29€ pers./noche (aprox),Charo,"2 - 
  6 personas",5 dormitorios,4 camas
72,24€ pers./noche (aprox),Aragüés del Puerto,7 personas,4 dormitorios,7 camas
73,32€ pers./noche (aprox),Lardiés,"2 - 
  41 personas",10 dormitorios,32 camas
74,22€ pers./noche (aprox),Borau,15 personas,7 dormitorios,11 camas
75,15€ pers./noche (aprox),Campo,"4 - 
  17 personas",13 camas,15€ pers./noche (aprox)
76,22€ pers./noche (aprox),Torla,Íntegro o habitaciones,"2 - 
  11 personas",5 dormitorios
77,15€ pers./noche (aprox),Graus,"1 - 
  9 personas",4 dormitorios,7 camas
78,28€ pers./noche (aprox),Bastarás,Íntegro o habitaciones,"2 - 
  75 personas",22 dormitorios
79,23€ pers./noche (aprox),Perarrúa,Íntegro o habitaciones,"1 - 
  16 personas",6 dormitorios
80,20€ pers./noche (aprox),Aniés,"1 - 
  14 personas",6 dormitorios,12 camas
81,20€ pers./noche (aprox),Biescas,"2 - 
  18 personas",3 dormitorios,12 camas
82,18€ pers./noche (aprox),Labuerda,9 personas,3 dormitorios,8 camas
83,23€ pers./noche (aprox),Alquézar,"2 - 
  44 personas",15 dormitorios,31 camas
84,10€ pers./noche (aprox),Ayerbe,"1 - 
  104 personas",6 dormitorios,105 camas
85,20€ pers./noche (aprox),Perarrúa,"5 - 
  20 personas",8 dormitorios,15 camas
86,32€ pers./noche (aprox),Orós Alto,"6 - 
  10 personas",4 dormitorios,7 camas
87,23€ pers./noche (aprox),Asque,"2 - 
  22 personas",11 dormitorios,18 camas
88,21€ pers./noche (aprox),Graus,"2 - 
  36 personas",17 dormitorios,29 camas
89,11€ pers./noche (aprox),Biescas del Valle de Bardají,"1 - 
  24 personas",20 camas,11€ pers./noche (aprox)
90,17€ pers./noche (aprox),Sarvisé,"2 - 
  42 personas",21 dormitorios,30 camas
91,36€ pers./noche (aprox),Fiscal,"10 - 
  29 personas",9 dormitorios,22 camas
92,28€ pers./noche (aprox),Aragüés del Puerto,10 personas,4 dormitorios,8 camas
93,28€ pers./noche (aprox),Bielsa,"2 - 
  6 personas",3 dormitorios,5 camas
94,13€ pers./noche (aprox),Peralta de la Sal,"6 - 
  7 personas",3 dormitorios,6 camas
95,26€ pers./noche (aprox),Vio,"2 - 
  16 personas",4 dormitorios,11 camas
96,18€ pers./noche (aprox),El Pueyo de Araguás,"2 - 
  16 personas",8 dormitorios,14 camas
97,19€ pers./noche (aprox),Fiscal,"2 - 
  10 personas",4 dormitorios,8 camas
98,14€ pers./noche (aprox),Montanuy,"2 - 
  16 personas",4 dormitorios,12 camas
99,21€ pers./noche (aprox),Aínsa,"2 - 
  8 personas",4 dormitorios,7 camas
100,20€ pers./noche (aprox),Graus,"4 - 
  16 personas",6 dormitorios,12 camas
101,20€ pers./noche (aprox),Tierrantona,"4 - 
  10 personas",4 dormitorios,8 camas
102,22€ pers./noche (aprox),Almazorre,"2 - 
  18 personas",9 dormitorios,15 camas
103,32€ pers./noche (aprox),Boltaña,"2 - 
  21 personas",15 camas,32€ pers./noche (aprox)
104,20€ pers./noche (aprox),Morillo de Monclús,"1 - 
  5 personas",2 dormitorios,3 camas
105,27€ pers./noche (aprox),Sangarrén,"2 - 
  30 personas",23 camas,27€ pers./noche (aprox)
106,22€ pers./noche (aprox),Charo,"1 - 
  6 personas",3 dormitorios,4 camas
107,34€ pers./noche (aprox),Buesa,"2 - 
  79 personas",58 camas,34€ pers./noche (aprox)
108,19€ pers./noche (aprox),Guaso,"2 - 
  23 personas",9 dormitorios,18 camas
109,24€ pers./noche (aprox),Boltaña,"1 - 
  13 personas",4 dormitorios,10 camas
110,24€ pers./noche (aprox),Jaca,"2 - 
  38 personas",10 dormitorios,26 camas
111,21€ pers./noche (aprox),Broto,"2 - 
  22 personas",8 dormitorios,17 camas
112,19€ pers./noche (aprox),Coscojuela de Sobrarbe,"2 - 
  12 personas",6 dormitorios,11 camas
113,18€ pers./noche (aprox),Ceresa,"2 - 
  6 personas",2 dormitorios,6 camas
114,22€ pers./noche (aprox),Salinas de Sin,"4 - 
  27 personas",17 camas,22€ pers./noche (aprox)
115,25€ pers./noche (aprox),Graus,Íntegro o habitaciones,"2 - 
  17 personas",7 dormitorios
116,25€ pers./noche (aprox),Villanovilla,6 personas,3 dormitorios,6 camas
117,18€ pers./noche (aprox),Boltaña,"1 - 
  9 personas",5 dormitorios,6 camas
118,19€ pers./noche (aprox),Javierregay,"2 - 
  39 personas",16 dormitorios,32 camas
119,22€ pers./noche (aprox),Graus,"2 - 
  7 personas",3 dormitorios,7 camas
120,22€ pers./noche (aprox),Riglos,"4 - 
  6 personas",3 dormitorios,5 camas
121,23€ pers./noche (aprox),Larrés,Íntegro o habitaciones,"2 - 
  44 personas",13 dormitorios
122,23€ pers./noche (aprox),Villanovilla,"7 - 
  7 personas",3 dormitorios,6 camas
123,18€ pers./noche (aprox),Ligüerre de Ara,8 personas,4 dormitorios,6 camas
124,24€ pers./noche (aprox),Salas Bajas,"1 - 
  10 personas",4 dormitorios,9 camas
125,21€ pers./noche (aprox),Sahún,"4 - 
  12 personas",10 dormitorios,10 camas
126,16€ pers./noche (aprox),Los Molinos,"8 - 
  9 personas",4 dormitorios,7 camas
127,25€ pers./noche (aprox),Zurita,"2 - 
  12 personas",6 dormitorios,9 camas
128,22€ pers./noche (aprox),Espuéndolas,"2 - 
  8 personas",3 dormitorios,6 camas
129,18€ pers./noche (aprox),Biescas,6 personas,3 dormitorios,5 camas
130,41€ pers./noche (aprox),Plan,"1 - 
  14 personas",10 dormitorios,9 camas
131,18€ pers./noche (aprox),Ansó,"6 - 
  14 personas",6 dormitorios,12 camas
132,16€ pers./noche (aprox),La Cabezonada,Íntegro o habitaciones,"2 - 
  10 personas",3 dormitorios
133,26€ pers./noche (aprox),Barbastro,"7 - 
  12 personas",4 dormitorios,11 camas
134,26€ pers./noche (aprox),Castigaleu,10 personas,7 camas,26€ pers./noche (aprox)
135,20€ pers./noche (aprox),Benasque,"6 - 
  12 personas",3 dormitorios,8 camas
136,17€ pers./noche (aprox),Borau,6 personas,4 camas,17€ pers./noche (aprox)
137,19€ pers./noche (aprox),Neril,"1 - 
  9 personas",4 dormitorios,7 camas
138,18€ pers./noche (aprox),Ansó,4 personas,3 camas,18€ pers./noche (aprox)
139,20€ pers./noche (aprox),Gistaín,12 personas,1 dormitorio,6 camas
140,21€ pers./noche (aprox),Sabiñánigo,"2 - 
  9 personas",3 dormitorios,8 camas
141,21€ pers./noche (aprox),Ballobar,11 personas,5 dormitorios,7 camas
142,19€ pers./noche (aprox),Aínsa-Sobrarbe,"6 - 
  14 personas",4 dormitorios,11 camas
143,13€ pers./noche (aprox),Solipueyo,"2 - 
  14 personas",3 dormitorios,10 camas
144,30€ pers./noche (aprox),Jaca,"2 - 
  14 personas",10 dormitorios,11 camas
145,25€ pers./noche (aprox),Javierregay,"2 - 
  18 personas",6 dormitorios,12 camas
146,20€ pers./noche (aprox),Ontiñena,Íntegro o habitaciones,"12 - 
  18 personas",7 dormitorios
147,28€ pers./noche (aprox),Barbenuta,"2 - 
  15 personas",4 dormitorios,10 camas
148,21€ pers./noche (aprox),Jaca,20 personas,5 dormitorios,20 camas
149,23€ pers./noche (aprox),Víu de Foradada,"2 - 
  4 personas",2 dormitorios,3 camas
150,24€ pers./noche (aprox),Biescas,Íntegro o habitaciones,"1 - 
  36 personas",10 dormitorios
151,26€ pers./noche (aprox),Arén,"2 - 
  20 personas",10 dormitorios,10 camas
152,31€ pers./noche (aprox),Piedrafita de Jaca,10 personas,5 dormitorios,7 camas
153,38€ pers./noche (aprox),Orós Alto,"2 - 
  10 personas",5 dormitorios,4 camas
154,17€ pers./noche (aprox),El Grado,"1 - 
  8 personas",3 dormitorios,6 camas
155,17€ pers./noche (aprox),Boltaña,"4 - 
  20 personas",8 dormitorios,16 camas
156,19€ pers./noche (aprox),Buerba,"1 - 
  6 personas",2 dormitorios,5 camas
157,16€ pers./noche (aprox),Foradada del Toscar,"1 - 
  24 personas",2 dormitorios,16 camas
158,28€ pers./noche (aprox),Borau,"2 - 
  8 personas",3 dormitorios,5 camas
159,26€ pers./noche (aprox),Siresa,"2 - 
  6 personas",3 dormitorios,6 camas
160,19€ pers./noche (aprox),Guaso,"1 - 
  9 personas",4 dormitorios,7 camas
161,29€ pers./noche (aprox),Cofita,Íntegro o habitaciones,10 personas,5 dormitorios
162,19€ pers./noche (aprox),Sorripas,"2 - 
  11 personas",5 dormitorios,18 camas
163,19€ pers./noche (aprox),Palo,"4 - 
  6 personas",3 dormitorios,5 camas
164,16€ pers./noche (aprox),Radiquero,"8 - 
  10 personas",5 dormitorios,8 camas
165,20€ pers./noche (aprox),San Juan de Plan,"4 - 
  10 personas",5 dormitorios,7 camas
166,25€ pers./noche (aprox),Jaca,15 personas,6 dormitorios,13 camas
167,20€ pers./noche (aprox),Torla,"2 - 
  14 personas",5 dormitorios,10 camas
168,37€ pers./noche (aprox),Alquézar,"2 - 
  4 personas",4 dormitorios,2 camas
169,16€ pers./noche (aprox),La Puebla de Fantova,6 personas,4 dormitorios,5 camas
170,20€ pers./noche (aprox),Caldearenas,"2 - 
  5 personas",2 dormitorios,4 camas
171,19€ pers./noche (aprox),Bierge,Íntegro o habitaciones,"2 - 
  7 personas",2 dormitorios
172,24€ pers./noche (aprox),Torla,Íntegro o habitaciones,"1 - 
  18 personas",8 dormitorios
173,11€ pers./noche (aprox),Cantalobos,"13 - 
  13 personas",4 dormitorios,13 camas
174,23€ pers./noche (aprox),Biescas,"8 - 
  10 personas",5 dormitorios,9 camas
175,17€ pers./noche (aprox),Aragüés del Puerto,8 personas,4 dormitorios,7 camas
176,20€ pers./noche (aprox),Aínsa,"2 - 
  7 personas",3 dormitorios,6 camas
177,25€ pers./noche (aprox),Lierta,8 personas,5 dormitorios,7 camas
178,22€ pers./noche (aprox),Torla,"2 - 
  8 personas",2 dormitorios,7 camas
179,25€ pers./noche (aprox),Viñal,"8 - 
  8 personas",4 dormitorios,6 camas
0,19€ pers./noche (aprox),Sarvisé,"2 - 
  14 personas",12 dormitorios,12 camas
1,24€ pers./noche (aprox),El Pueyo de Araguás,"2 - 
  25 personas",18 camas,24€ pers./noche (aprox)
2,22€ pers./noche (aprox),Abiego,"2 - 
  54 personas",1 dormitorio,43 camas
3,24€ pers./noche (aprox),Lecina,"1 - 
  21 personas",9 dormitorios,19 camas
4,20€ pers./noche (aprox),Banastás,"6 - 
  15 personas",6 dormitorios,12 camas
5,24€ pers./noche (aprox),Jaca,Íntegro o habitaciones,"2 - 
  23 personas",6 dormitorios
6,25€ pers./noche (aprox),Torla,"4 - 
  4 personas",2 dormitorios,3 camas
7,18€ pers./noche (aprox),San Juan de Plan,"2 - 
  11 personas",9 dormitorios,9 camas
